timestamp_utc,instrument_symbol,open_price,high_price,low_price,close_price,interval_traded_volume,bid_volume_level_1,ask_volume_level_1,bid_distance_level_1,ask_distance_level_1,bid_volume_level_2,ask_volume_level_2,bid_distance_level_2,ask_distance_level_2,bid_volume_level_3,ask_volume_level_3,bid_distance_level_3,ask_distance_level_3,bid_volume_level_4,ask_volume_level_4,bid_distance_level_4,ask_distance_level_4,bid_volume_level_5,ask_volume_level_5,bid_distance_level_5,ask_distance_level_5,bid_volume_level_6,ask_volume_level_6,bid_distance_level_6,ask_distance_level_6,bid_volume_level_7,ask_volume_level_7,bid_distance_level_7,ask_distance_level_7,bid_volume_level_8,ask_volume_level_8,bid_distance_level_8,ask_distance_level_8,bid_volume_level_9,ask_volume_level_9,bid_distance_level_9,ask_distance_level_9,bid_volume_level_10,ask_volume_level_10,bid_distance_level_10,ask_distance_level_10
2026-02-20T06:55:00Z,SOL-USDT,83.6595,83.6595,83.6595,83.6595,690.235,582.07,798.4,0.0598,0.0598,605.18,917.93,0.6574,0.1793,645.0,957.37,0.777,0.4184,891.42,983.15,0.8965,0.5379,956.32,1069.14,1.016,0.6574,1018.58,1108.58,1.1356,0.777,1795.85,1215.63,1.2551,1.016,2055.31,1255.07,1.3746,1.1356,2635.22,1255.9,1.4942,1.2551,3261.18,1973.23,1.6137,1.4942
2026-02-20T07:00:00Z,SOL-USDT,83.6215,83.6215,83.6215,83.6215,916.43,1832.52,0.34,0.0598,0.0598,2017.67,0.47,0.1794,0.299,2024.79,218.53,0.299,1.3752,2182.46,303.07,0.4186,1.4948,2900.25,341.78,0.5381,1.734,3410.17,503.54,0.6577,1.8536,3525.91,563.34,0.7773,1.9732,3588.17,602.05,0.8969,2.0928,3688.96,650.09,1.0165,2.2123,4254.95,650.72,1.1361,2.3319
2026-02-20T07:05:00Z,SOL-USDT,83.6495,83.6495,83.6495,83.6495,83.9,0.13,167.67,0.0598,0.0598,0.3,725.86,2.9289,0.1793,6.52,5522.53,3.168,0.2989,46.6,10440.97,3.6462,0.4184,68.34,15330.06,3.7657,0.538,108.42,20408.73,4.3634,0.6575,274.08,26817.3,4.7221,0.7771,274.68,29605.33,4.8416,0.8966,1032.64,29746.18,5.0807,1.0161,1072.72,29752.18,5.4394,1.1357
2026-02-20T07:10:00Z,SOL-USDT,83.5725,83.5725,83.5725,83.5725,678.04,1156.79,199.29,0.0598,0.0598,1175.34,298.07,0.2991,0.4188,1346.66,477.54,0.4188,0.6581,1531.74,541.97,0.5385,0.7778,1556.35,542.1,0.7778,0.8974,2312.49,640.87,0.8974,1.0171,2902.09,679.8,1.0171,1.2564,2946.12,705.34,1.2564,1.3761,2971.25,813.4,1.3761,1.4957,3329.76,852.33,1.4957,1.6154
2026-02-20T07:15:00Z,SOL-USDT,83.7235,83.7235,83.7235,83.7235,113.765,184.02,43.51,0.0597,0.0597,197.08,103.25,0.1792,0.418,244.02,278.0,0.2986,0.7764,284.58,326.12,0.418,0.8958,311.22,332.12,0.6569,1.1347,351.78,763.46,0.7764,1.493,392.34,823.19,1.0152,1.6125,682.12,824.02,1.493,1.8513,1449.09,828.86,1.7319,2.0902,2527.92,844.56,1.8513,2.3291
2026-02-20T07:20:00Z,SOL-USDT,83.7465,83.7465,83.7465,83.7465,488.545,668.75,308.34,0.0597,0.0597,670.92,347.34,0.1791,0.4179,690.27,420.56,0.2985,0.5373,696.27,709.33,0.5373,0.6567,753.65,748.33,0.6567,0.8956,982.82,787.33,0.7762,1.1344,1847.32,814.94,0.8956,1.2538,1910.84,877.63,1.015,1.3732,2283.66,980.78,1.1344,1.4926,2392.46,1005.51,1.2538,1.612
2026-02-20T07:25:00Z,SOL-USDT,83.7245,83.7245,83.7245,83.7245,1277.525,2.17,2552.88,0.0597,0.0597,4.34,2672.36,1.2541,0.2986,51.66,3438.6,1.3736,0.418,80.09,3576.1,1.493,0.5375,109.05,3996.96,1.6124,0.8958,223.94,4056.69,1.7319,1.1347,263.15,4086.87,1.8513,1.2541,442.99,4146.96,1.9707,1.3736,505.55,4257.36,2.0902,1.6124,1248.05,5292.73,2.2096,1.8513
2026-02-20T07:30:00Z,SOL-USDT,83.6665,83.6665,83.6665,83.6665,608.71,707.28,510.14,0.0598,0.0598,782.2,629.66,0.1793,0.1793,782.34,689.44,0.2988,0.4183,820.37,737.56,0.4183,0.5378,969.03,743.91,0.5378,0.6574,1103.57,1006.28,0.7769,0.8964,1104.19,1045.67,0.8964,1.0159,1467.86,1071.03,1.0159,1.1355,1646.37,1172.91,1.1355,1.7331,1750.19,1215.24,1.255,1.8526
2026-02-20T07:35:00Z,SOL-USDT,83.6265,83.6265,83.6265,83.6265,260.025,46.54,473.51,0.0598,0.0598,136.22,486.68,0.2989,0.1794,186.22,546.49,0.5381,0.2989,756.8,572.07,0.7773,0.5381,865.05,631.88,0.8968,0.6577,886.93,849.85,1.136,0.7773,898.4,878.88,1.2556,0.8968,987.67,1045.03,1.3752,1.0164,1177.8,1099.98,1.4947,1.136,1667.14,1132.15,1.6143,1.2556
2026-02-20T07:40:00Z,SOL-USDT,83.5705,83.5705,83.5705,83.5705,673.67,100.73,1246.61,0.0598,0.0598,101.21,1356.13,0.2991,0.1795,188.72,1415.98,0.7778,0.2991,654.08,1458.85,0.8974,0.4188,679.43,1520.6,1.0171,0.6581,699.94,1702.46,1.1368,1.1368,919.27,1739.26,1.2564,1.2564,1042.17,1799.1,1.3761,1.3761,1208.56,1805.93,1.4957,1.6154,1929.73,1842.73,1.6154,1.7351
2026-02-20T07:45:00Z,SOL-USDT,83.5465,83.5465,83.5465,83.5465,66.225,49.3,83.15,0.0598,0.0598,438.45,143.02,0.1795,0.1795,441.4,180.75,0.4189,0.6583,1212.2,206.1,0.5386,0.8977,1291.74,244.29,0.778,1.0174,1469.77,282.02,0.8977,1.1371,1470.6,356.52,1.0174,1.2568,1872.57,379.58,1.2568,1.4962,1920.69,417.31,1.3765,1.6159,2472.27,519.73,1.4962,1.7356
2026-02-20T07:50:00Z,SOL-USDT,83.5875,83.5875,83.5875,83.5875,955.795,1828.7,82.89,0.0598,0.0598,1850.27,142.73,0.1795,0.5384,1994.82,209.37,0.2991,0.7776,2042.33,249.28,0.4187,1.0169,2092.81,270.43,0.5384,1.2562,2116.7,383.66,0.7776,1.4954,2383.34,573.72,0.8973,1.6151,2542.25,613.7,1.0169,1.8543,2936.7,653.68,1.1365,1.974,3098.91,659.68,1.2562,2.3329
2026-02-20T07:55:00Z,SOL-USDT,83.3915,83.3915,83.3915,83.3915,677.095,1174.35,179.84,0.06,0.06,1306.38,205.28,0.1799,0.4197,1354.5,243.41,0.2998,0.6595,1394.66,269.24,0.6595,0.7795,2114.49,449.09,0.7795,1.0193,2268.48,569.03,0.8994,1.1392,2286.68,607.16,1.0193,1.2591,2331.2,667.25,1.1392,1.379,2759.01,734.21,1.2591,1.499,2811.48,772.34,1.379,1.6189
2026-02-20T08:00:00Z,SOL-USDT,83.5525,83.5525,83.5525,83.5525,872.97,20.16,1725.78,0.0598,0.0598,30.31,1845.5,0.5386,0.2992,47.4,1849.92,0.6583,0.5386,47.57,1934.17,1.137,0.6583,86.38,2149.85,1.2567,1.2567,125.19,2945.9,1.6158,1.4961,186.46,3666.81,1.7354,1.6158,623.75,3690.98,1.8551,1.7354,804.95,4104.37,1.9748,1.8551,864.34,4120.41,2.0945,1.9748
